@relation './imbalanced dataset/cod-rna.libsvm-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute att_1 numeric
@attribute att_2 numeric
@attribute att_3 numeric
@attribute att_4 numeric
@attribute att_5 numeric
@attribute att_6 numeric
@attribute att_7 numeric
@attribute att_8 numeric
@attribute class {-1,1}

@data
{0 -493,1 76,2 0.206897,3 0.195402,4 0.275862,5 0.184211,6 0.223684,7 0.263158,8 1}
{0 -708,1 87,2 0.206897,3 0.195402,4 0.275862,5 0.193548,6 0.16129,7 0.301075,8 1}
{0 -574,1 85,2 0.206897,3 0.195402,4 0.275862,5 0.176471,6 0.270588,7 0.247059,8 1}
{0 -595,1 85,2 0.206897,3 0.195402,4 0.275862,5 0.2,6 0.211765,7 0.270588,8 1}
{0 -436,1 76,2 0.206897,3 0.195402,4 0.275862,5 0.263158,6 0.25,7 0.236842,8 1}
{0 -521,1 78,2 0.206897,3 0.195402,4 0.275862,5 0.179487,6 0.179487,7 0.333333,8 1}
{0 -267,1 72,2 0.206897,3 0.195402,4 0.275862,5 0.402778,6 0.222222,7 0.236111,8 1}
{0 -443,1 76,2 0.206897,3 0.195402,4 0.275862,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -310,1 74,2 0.206897,3 0.195402,4 0.275862,5 0.351351,6 0.324324,7 0.162162,8 1}
{0 -531,1 76,2 0.206897,3 0.195402,4 0.275862,5 0.171053,6 0.157895,7 0.328947,8 1}
{0 -433,1 77,2 0.206897,3 0.195402,4 0.275862,5 0.220779,6 0.220779,7 0.272727,8 1}
{0 -462,1 75,2 0.206897,3 0.195402,4 0.275862,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -562,1 84,2 0.206897,3 0.195402,4 0.275862,5 0.178571,6 0.202381,7 0.309524,8 1}
{0 -432,1 77,2 0.206897,3 0.195402,4 0.275862,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -682,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.172414,6 0.218391,7 0.275862,8 1}
{0 -415,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.275862,6 0.310345,7 0.16092,8 1}
{0 -555,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.152941,6 0.211765,7 0.270588,8 1}
{0 -521,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.181818,6 0.142857,7 0.350649,8 1}
{0 -396,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.210526,6 0.223684,7 0.276316,8 1}
{0 -436,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.194805,6 0.272727,7 0.207792,8 1}
{0 -400,1 78,2 0.172414,3 0.218391,4 0.275862,5 0.192308,6 0.25641,7 0.24359,8 1}
{0 -236,1 72,2 0.172414,3 0.218391,4 0.275862,5 0.388889,6 0.416667,7 0.083333,8 1}
{0 -451,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.157895,6 0.184211,7 0.302632,8 1}
{0 -276,1 74,2 0.172414,3 0.218391,4 0.275862,5 0.418919,6 0.378378,7 0.108108,8 1}
{0 -460,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.184211,6 0.210526,7 0.263158,8 1}
{0 -583,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.206522,6 0.217391,7 0.26087,8 1}
{0 -540,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.188235,6 0.258824,7 0.223529,8 1}
{0 -570,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -407,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.302632,6 0.276316,7 0.197368,8 1}
{0 -543,1 78,2 0.172414,3 0.218391,4 0.275862,5 0.192308,6 0.205128,7 0.307692,8 1}
{0 -239,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.426667,6 0.36,7 0.106667,8 1}
{0 -411,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -389,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.246753,6 0.233766,7 0.272727,8 1}
{0 -448,1 78,2 0.172414,3 0.218391,4 0.275862,5 0.230769,6 0.179487,7 0.294872,8 1}
{0 -445,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.233766,6 0.220779,7 0.285714,8 1}
{0 -486,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.24,6 0.133333,7 0.306667,8 1}
{0 -499,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -441,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.238636,6 0.352273,7 0.181818,8 1}
{0 -413,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.197368,6 0.25,7 0.236842,8 1}
{0 -488,1 85,2 0.195402,3 0.229885,4 0.241379,5 0.294118,6 0.270588,7 0.188235,8 1}
{0 -568,1 85,2 0.195402,3 0.229885,4 0.241379,5 0.164706,6 0.235294,7 0.258824,8 1}
{0 -538,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.144737,6 0.197368,7 0.315789,8 1}
{0 -450,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.210526,6 0.223684,7 0.276316,8 1}
{0 -432,1 77,2 0.195402,3 0.229885,4 0.241379,5 0.220779,6 0.272727,7 0.207792,8 1}
{0 -356,1 75,2 0.195402,3 0.229885,4 0.241379,5 0.293333,6 0.253333,7 0.213333,8 1}
{0 -493,1 75,2 0.195402,3 0.229885,4 0.241379,5 0.16,6 0.253333,7 0.253333,8 1}
{0 -558,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.157895,6 0.197368,7 0.289474,8 1}
{0 -419,1 77,2 0.195402,3 0.229885,4 0.241379,5 0.272727,6 0.272727,7 0.207792,8 1}
{0 -486,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -626,1 87,2 0.195402,3 0.229885,4 0.241379,5 0.228261,6 0.184783,7 0.282609,8 1}
{0 -574,1 85,2 0.195402,3 0.229885,4 0.241379,5 0.211765,6 0.247059,7 0.235294,8 1}
{0 -621,1 85,2 0.195402,3 0.229885,4 0.241379,5 0.164706,6 0.223529,7 0.270588,8 1}
{0 -496,1 75,2 0.195402,3 0.229885,4 0.241379,5 0.186667,6 0.186667,7 0.293333,8 1}
{0 -624,1 78,2 0.195402,3 0.229885,4 0.241379,5 0.141026,6 0.192308,7 0.333333,8 1}
{0 -410,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.263158,6 0.263158,7 0.223684,8 1}
{0 -440,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.210526,6 0.25,7 0.276316,8 1}
{0 -441,1 77,2 0.195402,3 0.229885,4 0.241379,5 0.233766,6 0.246753,7 0.25974,8 1}
{0 -488,1 78,2 0.195402,3 0.229885,4 0.241379,5 0.230769,6 0.192308,7 0.282051,8 1}
{0 -487,1 77,2 0.195402,3 0.229885,4 0.241379,5 0.207792,6 0.168831,7 0.337662,8 1}
{0 -510,1 75,2 0.195402,3 0.229885,4 0.241379,5 0.213333,6 0.133333,7 0.32,8 1}
{0 -501,1 75,2 0.195402,3 0.229885,4 0.241379,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -514,1 87,2 0.195402,3 0.229885,4 0.241379,5 0.233333,6 0.344444,7 0.188889,8 1}
{0 -453,1 76,2 0.195402,3 0.229885,4 0.241379,5 0.197368,6 0.236842,7 0.25,8 1}
{0 -450,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.294118,6 0.270588,7 0.188235,8 1}
{0 -514,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.164706,6 0.235294,7 0.258824,8 1}
{0 -543,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.144737,6 0.197368,7 0.315789,8 1}
{0 -396,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.210526,6 0.223684,7 0.276316,8 1}
{0 -391,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.220779,6 0.272727,7 0.207792,8 1}
{0 -331,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.293333,6 0.253333,7 0.213333,8 1}
{0 -435,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.16,6 0.253333,7 0.253333,8 1}
{0 -521,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.157895,6 0.197368,7 0.289474,8 1}
{0 -387,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.272727,6 0.272727,7 0.207792,8 1}
{0 -431,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -584,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.228261,6 0.184783,7 0.282609,8 1}
{0 -540,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.211765,6 0.247059,7 0.235294,8 1}
{0 -570,1 85,2 0.172414,3 0.218391,4 0.275862,5 0.164706,6 0.223529,7 0.270588,8 1}
{0 -471,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.186667,6 0.186667,7 0.293333,8 1}
{0 -571,1 78,2 0.172414,3 0.218391,4 0.275862,5 0.141026,6 0.192308,7 0.333333,8 1}
{0 -426,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.263158,6 0.263158,7 0.223684,8 1}
{0 -427,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.210526,6 0.25,7 0.276316,8 1}
{0 -392,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.233766,6 0.246753,7 0.25974,8 1}
{0 -448,1 78,2 0.172414,3 0.218391,4 0.275862,5 0.230769,6 0.192308,7 0.282051,8 1}
{0 -469,1 77,2 0.172414,3 0.218391,4 0.275862,5 0.207792,6 0.168831,7 0.337662,8 1}
{0 -461,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.213333,6 0.133333,7 0.32,8 1}
{0 -499,1 75,2 0.172414,3 0.218391,4 0.275862,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -460,1 87,2 0.172414,3 0.218391,4 0.275862,5 0.233333,6 0.344444,7 0.188889,8 1}
{0 -437,1 76,2 0.172414,3 0.218391,4 0.275862,5 0.197368,6 0.236842,7 0.25,8 1}
{0 -333,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.275862,6 0.310345,7 0.16092,8 1}
{0 -461,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.152941,6 0.211765,7 0.270588,8 1}
{0 -456,1 77,2 0.247059,3 0.223529,4 0.270588,5 0.181818,6 0.142857,7 0.350649,8 1}
{0 -370,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.210526,6 0.223684,7 0.276316,8 1}
{0 -351,1 77,2 0.247059,3 0.223529,4 0.270588,5 0.194805,6 0.272727,7 0.207792,8 1}
{0 -362,1 78,2 0.247059,3 0.223529,4 0.270588,5 0.192308,6 0.25641,7 0.24359,8 1}
{0 -171,1 72,2 0.247059,3 0.223529,4 0.270588,5 0.388889,6 0.416667,7 0.083333,8 1}
{0 -418,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.157895,6 0.184211,7 0.302632,8 1}
{0 -180,1 74,2 0.247059,3 0.223529,4 0.270588,5 0.418919,6 0.378378,7 0.108108,8 1}
{0 -412,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.184211,6 0.210526,7 0.263158,8 1}
{0 -491,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.206522,6 0.217391,7 0.26087,8 1}
{0 -445,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.188235,6 0.258824,7 0.223529,8 1}
{0 -488,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -334,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.302632,6 0.276316,7 0.197368,8 1}
{0 -439,1 78,2 0.247059,3 0.223529,4 0.270588,5 0.192308,6 0.205128,7 0.307692,8 1}
{0 -172,1 75,2 0.247059,3 0.223529,4 0.270588,5 0.426667,6 0.36,7 0.106667,8 1}
{0 -397,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -354,1 77,2 0.247059,3 0.223529,4 0.270588,5 0.246753,6 0.233766,7 0.272727,8 1}
{0 -409,1 78,2 0.247059,3 0.223529,4 0.270588,5 0.230769,6 0.179487,7 0.294872,8 1}
{0 -414,1 77,2 0.247059,3 0.223529,4 0.270588,5 0.233766,6 0.220779,7 0.285714,8 1}
{0 -432,1 75,2 0.247059,3 0.223529,4 0.270588,5 0.24,6 0.133333,7 0.306667,8 1}
{0 -396,1 75,2 0.247059,3 0.223529,4 0.270588,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -372,1 85,2 0.247059,3 0.223529,4 0.270588,5 0.238636,6 0.352273,7 0.181818,8 1}
{0 -382,1 76,2 0.247059,3 0.223529,4 0.270588,5 0.197368,6 0.25,7 0.236842,8 1}
{0 -306,1 74,2 0.229885,3 0.195402,4 0.264368,5 0.391892,6 0.256757,7 0.189189,8 1}
{0 -612,1 85,2 0.229885,3 0.195402,4 0.264368,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -408,1 77,2 0.229885,3 0.195402,4 0.264368,5 0.272727,6 0.272727,7 0.220779,8 1}
{0 -520,1 76,2 0.229885,3 0.195402,4 0.264368,5 0.157895,6 0.223684,7 0.289474,8 1}
{0 -523,1 74,2 0.229885,3 0.195402,4 0.264368,5 0.148649,6 0.216216,7 0.27027,8 1}
{0 -480,1 75,2 0.229885,3 0.195402,4 0.264368,5 0.12,6 0.266667,7 0.28,8 1}
{0 -428,1 75,2 0.229885,3 0.195402,4 0.264368,5 0.213333,6 0.293333,7 0.226667,8 1}
{0 -512,1 78,2 0.229885,3 0.195402,4 0.264368,5 0.179487,6 0.217949,7 0.294872,8 1}
{0 -351,1 67,2 0.229885,3 0.195402,4 0.264368,5 0.328358,6 0.358209,7 0.179104,8 1}
{0 -469,1 76,2 0.229885,3 0.195402,4 0.264368,5 0.184211,6 0.223684,7 0.263158,8 1}
{0 -660,1 87,2 0.229885,3 0.195402,4 0.264368,5 0.193548,6 0.16129,7 0.301075,8 1}
{0 -583,1 85,2 0.229885,3 0.195402,4 0.264368,5 0.176471,6 0.270588,7 0.247059,8 1}
{0 -569,1 85,2 0.229885,3 0.195402,4 0.264368,5 0.2,6 0.211765,7 0.270588,8 1}
{0 -428,1 76,2 0.229885,3 0.195402,4 0.264368,5 0.263158,6 0.25,7 0.236842,8 1}
{0 -521,1 78,2 0.229885,3 0.195402,4 0.264368,5 0.179487,6 0.179487,7 0.333333,8 1}
{0 -267,1 72,2 0.229885,3 0.195402,4 0.264368,5 0.402778,6 0.222222,7 0.236111,8 1}
{0 -449,1 76,2 0.229885,3 0.195402,4 0.264368,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -316,1 74,2 0.229885,3 0.195402,4 0.264368,5 0.351351,6 0.324324,7 0.162162,8 1}
{0 -531,1 76,2 0.229885,3 0.195402,4 0.264368,5 0.171053,6 0.157895,7 0.328947,8 1}
{0 -442,1 77,2 0.229885,3 0.195402,4 0.264368,5 0.220779,6 0.220779,7 0.272727,8 1}
{0 -457,1 75,2 0.229885,3 0.195402,4 0.264368,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -535,1 84,2 0.229885,3 0.195402,4 0.264368,5 0.178571,6 0.202381,7 0.309524,8 1}
{0 -435,1 77,2 0.229885,3 0.195402,4 0.264368,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -495,1 87,2 0.183908,3 0.241379,4 0.252874,5 0.295455,6 0.227273,7 0.238636,8 1}
{0 -293,1 78,2 0.183908,3 0.241379,4 0.252874,5 0.333333,6 0.282051,7 0.230769,8 1}
{0 -604,1 85,2 0.183908,3 0.241379,4 0.252874,5 0.141176,6 0.2,7 0.294118,8 1}
{0 -287,1 77,2 0.183908,3 0.241379,4 0.252874,5 0.350649,6 0.376623,7 0.142857,8 1}
{0 -524,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.223684,6 0.236842,7 0.263158,8 1}
{0 -515,1 77,2 0.183908,3 0.241379,4 0.252874,5 0.194805,6 0.246753,7 0.233766,8 1}
{0 -394,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.263158,6 0.276316,7 0.210526,8 1}
{0 -460,1 75,2 0.183908,3 0.241379,4 0.252874,5 0.213333,6 0.266667,7 0.253333,8 1}
{0 -495,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.197368,6 0.197368,7 0.276316,8 1}
{0 -288,1 72,2 0.183908,3 0.241379,4 0.252874,5 0.402778,6 0.375,7 0.125,8 1}
{0 -581,1 87,2 0.183908,3 0.241379,4 0.252874,5 0.170455,6 0.159091,7 0.352273,8 1}
{0 -578,1 87,2 0.183908,3 0.241379,4 0.252874,5 0.215909,6 0.181818,7 0.272727,8 1}
{0 -525,1 86,2 0.183908,3 0.241379,4 0.252874,5 0.197674,6 0.244186,7 0.255814,8 1}
{0 -587,1 85,2 0.183908,3 0.241379,4 0.252874,5 0.176471,6 0.235294,7 0.270588,8 1}
{0 -493,1 75,2 0.183908,3 0.241379,4 0.252874,5 0.2,6 0.24,7 0.24,8 1}
{0 -478,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.236842,6 0.223684,7 0.276316,8 1}
{0 -426,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.223684,6 0.236842,7 0.289474,8 1}
{0 -449,1 75,2 0.183908,3 0.241379,4 0.252874,5 0.226667,6 0.266667,7 0.24,8 1}
{0 -264,1 70,2 0.183908,3 0.241379,4 0.252874,5 0.371429,6 0.242857,7 0.228571,8 1}
{0 -501,1 77,2 0.183908,3 0.241379,4 0.252874,5 0.168831,6 0.181818,7 0.324675,8 1}
{0 -436,1 77,2 0.183908,3 0.241379,4 0.252874,5 0.246753,6 0.233766,7 0.25974,8 1}
{0 -464,1 75,2 0.183908,3 0.241379,4 0.252874,5 0.24,6 0.16,7 0.28,8 1}
{0 -593,1 85,2 0.183908,3 0.241379,4 0.252874,5 0.2,6 0.176471,7 0.317647,8 1}
{0 -452,1 76,2 0.183908,3 0.241379,4 0.252874,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -486,1 83,2 0.238095,3 0.214286,4 0.25,5 0.228916,6 0.216867,7 0.240964,8 1}
{0 -453,1 84,2 0.238095,3 0.214286,4 0.25,5 0.258824,6 0.247059,7 0.223529,8 1}
{0 -502,1 76,2 0.238095,3 0.214286,4 0.25,5 0.157895,6 0.157895,7 0.328947,8 1}
{0 -434,1 77,2 0.238095,3 0.214286,4 0.25,5 0.168831,6 0.220779,7 0.285714,8 1}
{0 -476,1 75,2 0.238095,3 0.214286,4 0.25,5 0.146667,6 0.226667,7 0.266667,8 1}
{0 -501,1 77,2 0.238095,3 0.214286,4 0.25,5 0.168831,6 0.207792,7 0.272727,8 1}
{0 -502,1 75,2 0.238095,3 0.214286,4 0.25,5 0.2,6 0.213333,7 0.306667,8 1}
{0 -448,1 75,2 0.238095,3 0.214286,4 0.25,5 0.213333,6 0.266667,7 0.253333,8 1}
{0 -497,1 77,2 0.238095,3 0.214286,4 0.25,5 0.194805,6 0.194805,7 0.298701,8 1}
{0 -483,1 76,2 0.238095,3 0.214286,4 0.25,5 0.210526,6 0.184211,7 0.289474,8 1}
{0 -492,1 84,2 0.238095,3 0.214286,4 0.25,5 0.25,6 0.173913,7 0.26087,8 1}
{0 -334,1 72,2 0.238095,3 0.214286,4 0.25,5 0.263889,6 0.305556,7 0.166667,8 1}
{0 -510,1 84,2 0.238095,3 0.214286,4 0.25,5 0.2,6 0.258824,7 0.235294,8 1}
{0 -478,1 75,2 0.238095,3 0.214286,4 0.25,5 0.2,6 0.2,7 0.28,8 1}
{0 -421,1 76,2 0.238095,3 0.214286,4 0.25,5 0.25,6 0.223684,7 0.236842,8 1}
{0 -449,1 77,2 0.238095,3 0.214286,4 0.25,5 0.207792,6 0.25974,7 0.233766,8 1}
{0 -426,1 76,2 0.238095,3 0.214286,4 0.25,5 0.197368,6 0.197368,7 0.315789,8 1}
{0 -405,1 74,2 0.238095,3 0.214286,4 0.25,5 0.22973,6 0.22973,7 0.27027,8 1}
{0 -431,1 75,2 0.238095,3 0.214286,4 0.25,5 0.2,6 0.186667,7 0.293333,8 1}
{0 -483,1 77,2 0.238095,3 0.214286,4 0.25,5 0.194805,6 0.155844,7 0.337662,8 1}
{0 -377,1 75,2 0.238095,3 0.214286,4 0.25,5 0.293333,6 0.2,7 0.24,8 1}
{0 -433,1 75,2 0.238095,3 0.214286,4 0.25,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -454,1 76,2 0.238095,3 0.214286,4 0.25,5 0.210526,6 0.236842,7 0.236842,8 1}
{0 -431,1 76,2 0.238095,3 0.214286,4 0.25,5 0.223684,6 0.236842,7 0.236842,8 1}
{0 -270,1 74,2 0.295455,3 0.227273,4 0.238636,5 0.391892,6 0.256757,7 0.189189,8 1}
{0 -477,1 85,2 0.295455,3 0.227273,4 0.238636,5 0.164706,6 0.211765,7 0.282353,8 1}
{0 -373,1 77,2 0.295455,3 0.227273,4 0.238636,5 0.272727,6 0.272727,7 0.220779,8 1}
{0 -488,1 76,2 0.295455,3 0.227273,4 0.238636,5 0.157895,6 0.223684,7 0.289474,8 1}
{0 -459,1 74,2 0.295455,3 0.227273,4 0.238636,5 0.148649,6 0.216216,7 0.27027,8 1}
{0 -400,1 75,2 0.295455,3 0.227273,4 0.238636,5 0.12,6 0.266667,7 0.28,8 1}
{0 -400,1 75,2 0.295455,3 0.227273,4 0.238636,5 0.213333,6 0.293333,7 0.226667,8 1}
{0 -427,1 78,2 0.295455,3 0.227273,4 0.238636,5 0.179487,6 0.217949,7 0.294872,8 1}
{0 -241,1 67,2 0.295455,3 0.227273,4 0.238636,5 0.328358,6 0.358209,7 0.179104,8 1}
{0 -432,1 76,2 0.295455,3 0.227273,4 0.238636,5 0.184211,6 0.223684,7 0.263158,8 1}
{0 -568,1 88,2 0.295455,3 0.227273,4 0.238636,5 0.193548,6 0.16129,7 0.301075,8 1}
{0 -484,1 85,2 0.295455,3 0.227273,4 0.238636,5 0.176471,6 0.270588,7 0.247059,8 1}
{0 -481,1 85,2 0.295455,3 0.227273,4 0.238636,5 0.2,6 0.211765,7 0.270588,8 1}
{0 -397,1 76,2 0.295455,3 0.227273,4 0.238636,5 0.263158,6 0.25,7 0.236842,8 1}
{0 -482,1 78,2 0.295455,3 0.227273,4 0.238636,5 0.179487,6 0.179487,7 0.333333,8 1}
{0 -240,1 72,2 0.295455,3 0.227273,4 0.238636,5 0.402778,6 0.222222,7 0.236111,8 1}
{0 -404,1 76,2 0.295455,3 0.227273,4 0.238636,5 0.223684,6 0.210526,7 0.276316,8 1}
{0 -246,1 74,2 0.295455,3 0.227273,4 0.238636,5 0.351351,6 0.324324,7 0.162162,8 1}
{0 -506,1 76,2 0.295455,3 0.227273,4 0.238636,5 0.171053,6 0.157895,7 0.328947,8 1}
{0 -408,1 77,2 0.295455,3 0.227273,4 0.238636,5 0.220779,6 0.220779,7 0.272727,8 1}
{0 -422,1 75,2 0.295455,3 0.227273,4 0.238636,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -486,1 84,2 0.295455,3 0.227273,4 0.238636,5 0.178571,6 0.202381,7 0.309524,8 1}
{0 -398,1 77,2 0.295455,3 0.227273,4 0.238636,5 0.181818,6 0.285714,7 0.246753,8 1}
{0 -440,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.295455,6 0.238636,7 0.238636,8 1}
{0 -437,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.2,6 0.294118,7 0.211765,8 1}
{0 -567,1 77,2 0.228916,3 0.216867,4 0.240964,5 0.181818,6 0.155844,7 0.324675,8 1}
{0 -474,1 77,2 0.228916,3 0.216867,4 0.240964,5 0.168831,6 0.220779,7 0.285714,8 1}
{0 -462,1 76,2 0.228916,3 0.216867,4 0.240964,5 0.171053,6 0.236842,7 0.25,8 1}
{0 -492,1 77,2 0.228916,3 0.216867,4 0.240964,5 0.142857,6 0.181818,7 0.311688,8 1}
{0 -412,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.226667,6 0.2,7 0.306667,8 1}
{0 -383,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -449,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.253333,6 0.266667,7 0.24,8 1}
{0 -360,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.213333,6 0.253333,7 0.266667,8 1}
{0 -492,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.2,6 0.233333,7 0.255556,8 1}
{0 -395,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.244444,6 0.355556,7 0.166667,8 1}
{0 -476,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.2,6 0.235294,7 0.258824,8 1}
{0 -434,1 76,2 0.228916,3 0.216867,4 0.240964,5 0.236842,6 0.263158,7 0.236842,8 1}
{0 -416,1 76,2 0.228916,3 0.216867,4 0.240964,5 0.263158,6 0.236842,7 0.223684,8 1}
{0 -505,1 77,2 0.228916,3 0.216867,4 0.240964,5 0.168831,6 0.220779,7 0.272727,8 1}
{0 -422,1 76,2 0.228916,3 0.216867,4 0.240964,5 0.184211,6 0.25,7 0.25,8 1}
{0 -388,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.213333,6 0.253333,7 0.253333,8 1}
{0 -410,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.186667,6 0.24,7 0.253333,8 1}
{0 -520,1 77,2 0.228916,3 0.216867,4 0.240964,5 0.181818,6 0.142857,7 0.350649,8 1}
{0 -283,1 72,2 0.228916,3 0.216867,4 0.240964,5 0.277778,6 0.277778,7 0.263889,8 1}
{0 -446,1 75,2 0.228916,3 0.216867,4 0.240964,5 0.253333,6 0.146667,7 0.293333,8 1}
{0 -552,1 83,2 0.228916,3 0.216867,4 0.240964,5 0.188235,6 0.235294,7 0.258824,8 1}
{0 -457,1 76,2 0.228916,3 0.216867,4 0.240964,5 0.197368,6 0.223684,7 0.25,8 1}
{0 -243,1 75,2 0.270588,3 0.235294,4 0.211765,5 0.4,6 0.253333,7 0.186667,8 1}
{0 -464,1 85,2 0.270588,3 0.235294,4 0.211765,5 0.22093,6 0.22093,7 0.255814,8 1}
{0 -375,1 77,2 0.270588,3 0.235294,4 0.211765,5 0.246753,6 0.233766,7 0.272727,8 1}
{0 -434,1 76,2 0.270588,3 0.235294,4 0.211765,5 0.144737,6 0.223684,7 0.289474,8 1}
{0 -510,1 76,2 0.270588,3 0.235294,4 0.211765,5 0.118421,6 0.210526,7 0.315789,8 1}
{0 -394,1 75,2 0.270588,3 0.235294,4 0.211765,5 0.12,6 0.28,7 0.266667,8 1}
{0 -409,1 75,2 0.270588,3 0.235294,4 0.211765,5 0.2,6 0.266667,7 0.253333,8 1}
{0 -432,1 77,2 0.270588,3 0.235294,4 0.211765,5 0.207792,6 0.207792,7 0.25974,8 1}
{0 -278,1 71,2 0.270588,3 0.235294,4 0.211765,5 0.366197,6 0.352113,7 0.169014,8 1}
{0 -526,1 85,2 0.270588,3 0.235294,4 0.211765,5 0.211111,6 0.211111,7 0.288889,8 1}
{0 -507,1 85,2 0.270588,3 0.235294,4 0.211765,5 0.204545,6 0.181818,7 0.272727,8 1}
{0 -442,1 85,2 0.270588,3 0.235294,4 0.211765,5 0.188235,6 0.247059,7 0.235294,8 1}
{0 -463,1 85,2 0.270588,3 0.235294,4 0.211765,5 0.188235,6 0.223529,7 0.270588,8 1}
{0 -388,1 76,2 0.270588,3 0.235294,4 0.211765,5 0.210526,6 0.263158,7 0.223684,8 1}
{0 -449,1 78,2 0.270588,3 0.235294,4 0.211765,5 0.192308,6 0.230769,7 0.282051,8 1}
